Text,Sentiment
"'hiç çok gerçek olduğundan emin olduğun bir rüya gördünmü neo'peki bu rüyadan hiç uyanmasaydın düşler dünyası ile geçek dünya arasındaki farkı nasıl anlıycaktın?' (Morfeus)Ben morfeus’e katılıyorum hiç düşündünüzmü? eğer rüyalarımız sürekli olsaydı gerçek dünyanın var oduğunu nasıl bilebilirdik'bence bilemezdik.çünkü yaşadığımız evren sadece elektrik sinyallerinin beynimiz tarafından yorumlanmasından ibaret.zaten morfeus neo ya bunu anlatmaya çalışıyor.filmin bu kurgusal ve felsefi yönü izleyici düşündürerek sinema tarihinde bir devrim olarak karşılandı.filmde neo kendisini bir bilgisayar programcısı zannederken gerçekte gerçek dünyada bir fanusun içinde uyumaktadır.beynine sürekli olarak verilen matrix isimli yapay dünyaya ait bilgiler doğrultusunda kendisinin yaşadığını zannetmektedir oysa gerçekte yaşadığı dünya bir düş dünyasıdır.(sen bir düş dünyasında yaşıyordun neo.(morfeus)).zannediyorum bu film bilimsel gerçeklere dayanarak hazırlanmış. yalnız sadece felsefe konusu,makinelerin dünyayı ele geçirmiş olması konusu değil.çünkü şimdiki bilim yaşadığımız herşeyin aslında elektrik sinyallerinin beynimiz tarafından yorumlanmasından ibaret olduğunu kanıtlamıştır.işte filmdede bu anlatılıyor:gerçek nedir'gerçeği nasıl tanımlarsın'eğer görüp,hissedip,kokusunu ve tadını aldıklarından bahsediyorsan onlar sadece beynin tarafından yorumlanan elektriksel sinyallerdir.(morfeus).film bu felsefesiyle materyalist felsefeye yani evrim teorisine ağır bir darbe vurmuştur.(Evrim teorisi maddenin gerçek olduğunu ve algılardan ibaret olmadığını savunur).film öte yandan makinelerin dünyayı ele geçirmesine ilişkin senaryosuyla ise yaratılmışlığıda reddetmektedir.her neyse sonuçta bu bir film diyoruz.filmde bazı sahneler eksik diye düşünüyorum.mesela;neo morfeus u tanımadan önce yaşadığı dünyada bazı şeylerin ters gittiğinden şüphe etmişti.ne olduda şühelendi,neden şüphelendi'filmin ilk sahnelrinde bunu anlatsalardı bence daha iyi olurdu.bide 3. filmin sonunda neo bilgisayarın başında uyanmalıydı ve herşey rüyaymış demeliydi bence böylesi daha güzel olurdu.gelelim filmin senaryo,oyunculuk ve kalitesine...bence her üçü içinde çok güzel olmuş.oyuncular iyi seçilmiş.senaryo güzel işlenmiş ve izleyiciye gerçekçi aktarılmış.ayrıca aksiyon sahnelerinin mükemmelliğinden bahsetmeye bile gerek yok zaten:).filmi ilk izlememde hiçbirşey anlamamıştım ama birkaç defa daha izleyince ve konusunu anlayınca gerçekten bayıldım.bu filmi herkes izlemeli.saygılar sunarım...",P
herşey üzerine süzülen bi kuş tüyüyle başlar ve tüylerimizi kabartacak kalitede enfes bi şaheser. run forest run. o masum yüzlerin iyi niyetin ve olmak istediğimiz tüm değerlerin göstergesi.,P
paranoyak oldum ben bu filmi izledikten sonra laurence oliver harika szell gibi komposizyon görmedim daha,P
Tam bir trash tanımlaması. Ama 'Its too big to fit in here' sahnesi beni ciddi ciddi eglendirmeyi başardı :)),N
Serinin ilk iki filmine kıyasla bu yapımdan pek tat alamadım. Senaryo üzerinde ölüm sahneleri ile ilgili olarak sanki fazla kafa yorulmamış. Oysa ilk ve ikinci filmde akıl dolu ölüm sahneleri izlemiştik. Artı bu filmde kadro derinliğide yoktu. Başrolde oynayan Mary Elizabeth Winstead sıradan biri gibi. Hiç kamera kadrajına girecek potansiyeli yok. Final sahneside olmamış.,N
"film konusu ve işlenen tema nedeni ile inandırıcılıktan uzak bir o kadar da sıkıcı, güzel sahneler olmasına rağmen izlemeye değmez, film için güzel eleştiriler yapılmış olmasına karşın benim izlediğim salonda (yaklaşık 100 kişi) izleyenler çoğu bir an önce bitmesi için bekliyorlardı...!",N
"Bence çok gerçek üstü,terminator bile bana daha gerçekçi geldi.amagiderseniz pek bir şey kaybetmezsiniz..:)",N
mükemmelllll !,P
ben bu filmi maalesef diyorum televizyonda gördüm.ama gördükten sonra arlıksı izledim vede çoook beğendim.gerçekten de çok güzel bir yapım.on kere de izlerim yüz kere de.al pacino harikalar yaratmış.çok beğendim bu filmi.çok şey öğretti bana.izlemediyseniz izlemenizi tavsiye ederim:),P
"al pacino2'ye kesinlikle katılıyorum bencede afişe bakmak yeter filmi izlmesen bile al pacino'nun ordaki duruşu bile"" gelin ve benim filmimi izleyin"" diyo resmen:D",N
"Süper bir kahraman,süper bir film,kısacası bir Kilometre taşı.",P
"Herşeyi ile mükemmel bir film. Şener Şenin ustalığı tartışılmaz. İzlerken insan gülse mi, ağlasa mı diye düşünüyor.",P
Kesinlikle izledikten sonra şaşkınlık ve hayranlık hislerini bir arada yaşadım. Tek kelimeyle olağan üstü.Anlamayanlara hak veriyorum. Ben de anlamayanların anladığı filmleri anlamıyorum genelde.,P
mutlaka izlenmesi gereken bir film olay örgüsü kişiler e oyunculuk çok iyi,P
"Harika bir kurgu , harika bir senaryo, harika oyunculuk ,harika yönetmen ve bunların sunucunda mükemmel bir film. Polanski ne kadar iyi yönetmen olduğunu ;Nicholson ne kadar iyi oyuncu olduğunu gösteriyor. Girişte karakterler açıklanıyor ,gelişme bölümünde ortada nelerin döndüğünü anlamaya çalışıyorsunuz ve sonuş bölümünde bombalar tek tek patlıyor.Ağzınız açık kalıyor. Harika birde sonu var.Kaçırmayın...",P
arkadaslar acıkcası pekte sasırmadım.herseyı tadında bırakmak lazım.bazen tek fılm bazende ıkı.ama 3 oldumu o ıs olmuyo.senaryo bana cok zayıf geldı.starda ızledıgım cızgıfılm daha orjınaldı.ıkıncı fılmın uzerıne bu fılm hıc yakısmadı acıkcası.sam raımı bu kez olmadı.arkadaslar saglık olsun.ff2 nası olcak acaba :) ıronman batman2 hulk2...????,N
"daniel insan olamaz ya,böyle bir oyunculuk göremezsiniz izleyin izleyin izleyin.. mother yazdıgı an gözyaşlarına boğuldum.etkileyici",P
sinemada gülmekten gözümden yaşlar akmasına neden olan bir film. filmlerin bu kadar komik olması insan sağlığına zararlı. film standartları olmalı ve denetlemeler yapılmalı.,P
bence bu filmin ikincisi çekilmeli ve söyle devam etmeli...truman gerçekleri öğrenince kapıdan çıkıyor çıkar çıkmaz ilk iş o hayatını çalan yönetmeni öldürüyor ve sonra heryeri kameralarla çevrili bir hapishane hücresine konuluyor... :) tmm arkadaşlar biraz fazla abartım galiba hala filmin etkisindeyim kusura bakmayın....bu filmi izlemeyenlere şunu söylim izlemeyin ne işiniz varda milletin özeline giriyorsunuz :) 9/10,P
"çok kötü,berbat:(",N
İlk başları güzeldi ama ilerlemeye başladıkça filmin tadı kaçtı ve resmen vahşete döndü.Gerilim filminden ziyade vahşet filmi gibi bence vasat.,N
ben bu filmi nedense sevemedim.ve seven insanlarıda anlayamıcam sanırım.açık açık sölüyorum.ben bu filmi beğenmedim.,N
"yine bir devam filmi. bu fimleri yaparken ""baba"" serisi gibi falan olacağını düşünüyorlar herhalde. ayrıca site bile filme konu yazmayı fazlalık görmüş gibi!!!",N
vol:1 daha iyiydi. bu ise tamamen hayal kırıklıgı olmamış diye düsünüyorum izlerkende acayip sıkıldım zaten sadece sonunu merak ettihimden dolayı izledim yoksa hiç bir zefk vermedi boş bir film diyebilirim:)bunun yerine( Kung fu hustle )'yi izleyin hersey var bu filmde:) kill biie 10 Basar:)zuhaha,N
"Yoğun bir şekilde film izlemeye başladığım dönem, arkadaşımdan alarak izlediğim ilk film buydu. Filmle aramda duygusal bir bağ oluştu diyebilirim. Film ölçülü bir bilim kurgu ve aynı zamanda da duygusunu ve mesajını da çok güzel bir biçimde verebilmiş bir dram. Eğer duygusal bakmamayı başarabilseydim, yine de filme vereceğim puan 8in altında olmazdı ki, zaten başarmak gibi bir gayem de yok :) Prot bizi K-Paxe götür. 10/10",P
"bu filmi sinema dünyasına sokan iflah olmaz hayalperestlere sesleniyorum.. sinema nedir görmek istiyormusunuz??gidin de 12 kızgın adamı izleyin.. north by northwesti izleyin..pulp fictionı izleyin.. sinema neymiş görün.. ama sakın bu anime parçasına sinema demeyin..""sinema, gerçeklerin gölge oyunudur."" sakın bu tanımı okuduğunuz gibi anlayıp da bu ""seye"" sinema demeyin..",N
"Spider Man serileri arasında en kötüsü, en karmaşığı, en saçması diyebilirim. Boşuna yapılmış üç saatlik bir film, halbuki ilk iki bölümü çok beğenmiştim bana göre ikinci bölümden sonra devam edilmemeliydi Spider Man serilerine. Bu arada, Howard’a sarı saç yakışmamış Kızıl saçlı hali daha güzel.",N
"Oy oy ooyyyy... Amerika'ya da böyle başkan yakışır! Peki Oldman'ın ne işi var bu filmde, ona yakıştıramadım...",N
kaybetmeden önce kazanılması gerektiğini düşündürüyor insana. gerçekten kaybetmenin gerçekten kazanmış olmakla orantılı olduğunu düşünüorsunuz istemeden.. nefretler de bu kadar basit değil sevgiler de.. başarısız bir film..,N
"ha bu arada , orumcek adam peter parker ... folllos oldu zaten :)))",N
"Bu filme ben dokuz yaşındaykenannemle gitmiş ve yaşım küçük olmasına rağmen cok beğenmiştim. Ne yazık ki Kevin Costner bu filimden sonra bir kaç yapım dışında pek varlık gösterememiştir. Ama bu filmi herkese tavsiye ederim , Kızılderililere yapılan zulmü gözler önüne seriyor.",P
"film çok abartılmış bence. Hiçte abartılacak bişe yok. oyunculuk sıfır, konu yok hiç bişe yok baştan sona savaş ve ne olduğu bilinmedik kısa bi film. Ayrıca başroldeki adamın vücudunda tek tüy yok suratı sakaldan görünmüyo :) bu nasıl iş böyle. Gereksiz bi film, hiç te öyle büyüklükte değil",N
Tüm korku filmleri arasında farklı bir yere sahip olan evil dead türünün bir numarası olmayı hak ediyor. halen günümüze kadar yapılan korku türleri bu başarıyı ve dünya çapında etkiyi yaratamamıştır. fantastik konusu ve işlenişi çok inanılmaz derecede iyi. rahatrız edici derecede yüksek dozda verilen korku teması birçok ülkede sansür yemiş yine birçok ülkede tamamen yasaklanmıştır. sam raimi burda dünyanın en iyisiyim demiştir. şu sıralar dolaşan evil dead 4 söylentileri türünün melaklılarını daha da heyecanlandırıyor. 10 üerinden 10 ile evil dead in üzerine korku yok diyorum. en azından şimdiye kadar olamadı...,P
arkadaşlar bu filmi izlemeden yorum yapıyorum kusura bakmayın ama hristiyan arkadaşlarımız(yorumcular)dışındakilere söylüyorum hz.isa(a.s) çarmaha gerilmedi kuran-ı kerim de bildirildiği gibi onun düşmanına onun yüzü verildiği için düşmanı çarmaha gerildi.o yüzden bu filim gerçeği yansıtmamaktadır.,N
pek beğendiğimi söyleyemem bana kurgusu zayıfmış gibi gekdi.,N
şu ana kadar izlediğim en süper filmlerden biri herkesin izlemesi gereken destansı bir film. bu filmi izledikten sonra umutsuz bir insanın ümitle neler yapabileceğini gösteren bir film. muhakkak izleyin.,P
"ben filmi izlemedim.Ama burdaki yorumlardan bi tanesi beni çok sinirlendirdi. Ya arkadaşlar insan yaratıcısına bu kadar küstah olurmu ya. Nedemek ,tanrı dediğin böle olur. Yazık gerçekten çok yazık. Hatta yazıklar olsun.",N
"hepsini izlemedim çünkü sonunu,filmin gidişini tahmin ediyosunuz.tek fark tommy lee,o da kaynamış arada işte...",N
Ben animasyonları çok seviyorum. Özellikle Monsters inc. çok başarılıydı. Bunu da izlerim heralde...,P
"Sonunda filmi kötü yapmayı başarmışlar bravo.Niye oynuyorsun iyi giden bir işle anlamıyorum.Jack sparovu cımbızla görüyoruz,filmin başı hariç gelişmesi ve sonu saçma bir sahneyle sonuçlanıyor,binlerce gemi var ama bir tanesi savaşıyor batıyor,calipso diye bağırıp fos çıkmasını izlettiriyorlar gibi kötü yönetmenlik ve senaryo karması...Boşuna gitmeyin vcdsini bekleyin bence...",N
fragman dışında başka bişey yok filmi izleyemiyoruz:,N
film kesinlikle harika!Bu filmle tekrar Tom Cruise hayata döndü en azından benim gözümle.Tom Cruise ve Steven Spielberg gerçekten çok güzel bir iş çıkarmış.Arşivlik bir film.Mutlaka seyredin!Özellikle Tom adama silah tuttuğu sahnede çok.......Öhö neyse...İzleyin siz :),P
Bu filmi tvde izledim tek kelimeyle Mükemmel bir film yani bu film anlatılamaz insanı sürükleyici bir senaryosu ve çok iyi oyuncuları var en sevdiğim çok az filmden biri bu film. Tayfun,P
"başından sonuna kadar büyük bi zevkle izlediğim fakat sonunda hayal kırıklığına uğradığım bir film.kötülerin kazandığı finalleri hiç sevmiyorum.filmde büyücülük ve batıl inançlar, dinin tamamen önüne geçmiş.kötülük 300 yılı aşkın bi süre galip gelmiş.izlediğim en berbat ve üzücü final, tartışmasız.en yüksek oyu bu sitede almış.benim oyum 10/1",N
arkadaşlar filmi izledikten hemen sonra yorum yapmak istedim gerçekten çok güzel bit film izlemenizi şiddetle tavsiye ederim...,P
"Bence, bütün star treklerin içerisinde en iyisidir. Çok eski film olmasına rağmen rahatlıkla seyredilebilir.Herkese tavsiye ederim.",P
"film dalında eniyi film denecek kadar kaliteli izleyeli çok oluyor ama filmin bi sahnesi arkadaşımı çok etkilemiş küçük kızn odasının penceresinden bi gölge geçiyordu bana haftalarca,gözümü pencereden alamıyorum demişti :) korku filmi izlemek isteyen varsa gitsin bu filmi alsın korkacaktır.",P
"Fragmani ilginc ve de icinde jim carrey var die gittim, son derece bayik sikici sacma sapan bi cocuk filmi cikti yazik walla paraniza gitmeyin bosuna Jim Carrey bile kurtaramamis filmi cok bos bi film..",N
"Film öyle bir film ki resmen insanın psikolojisini baskı altına alıyor.Uyuşturucu,sigara,alkol vb.şeylerden ziyade günlük hayatta zararsız bildiğimiz şeylerin bile bize zamanla ne yapıcağını gösteren harika bir film.Aslında filmde başrollerin tek bir hedef uğruna yaptığı bir şey yok yani filmde farklı farklı olaylar gerçekleşiyor fakat kesinlikle izleyiciyi filmden koparmıyor.İlk 1 saat belki biraz sıkılabilirsiniz bazı yerlerin temposu düşük fakat son yarım saatte olanlar herkesin kaldırabileceği türden değil özellikle Jennifer Connelly ve Ellen Burstynın başına gelenleri izlerken bağırmak istedim çünkü gerçekten filmin sonunda onların yaşadıklarını izlerken yeter artık diyesiniz geliyor.Oyunculuklar üst düzeydi özellikle Ellen Burstyn çok iyi oynamış zaten Oscara da aday olmuş bu rolüyle.Film gerçekten sıradışıydı senaryosu olsun çekim teknikleri olsun farklı bir film.Gerçekten belki ben ilk defa bu kadar etkilenmişimdir özellikle son 20 dakikasında inanılmaz üstümde bir baskı hissettim tabi ki bunda soundtracklerin de büyük bir katkısı var,kesinlikle filmin soundtrackleri filme harika bir şekilde katıkı sağlamış ve uymuş.Darren Aronofsky nin izlediğim ilk filmi ve daha ikinci uzun metrajlı filmi olmasına rağmen ne kadar yetenekli bir yönetmen olduğunu izlediğim zaman anladım.Kesinlikle beklentilerimi son yarım saatiyle fazlasıyla karşıladı,filmi bitirdikten sonra kendime gelebilmek için yüzümü soğuk suyla yıkamak zorunda kaldım.Zaten filme tam olarak adabte olduğunuz zaman filmden kesin olarak etkileniceksinizdir.Son olarak filmi kesinlikle ve şiddetle tavsiye ediyorum inanılmaz insanın psikolojisini etkileyen bir film çok iyi bir psikolojik-gerilim-dram filmi,bir yerlerden bulup kesinlike izleyin çok sarsıcı bir yapımdı.En sevdiğim yönetmen olan Darren Aronofskynin izlediklerimin arasında en sevdiğim ve en etkilendiğim filmi. 9.5/10",P
izlemeyen varsa benden tavsiye boşuna izlemesin diyecem yani ne idüğü belirsiz bir film psikolojik yapmaya çalışmışlar ilk filmdeki gibi ama maya tutmamış bir kere sharon stone o kadar çekici gelmedi bana böyle kariyer sahibi bir psikolog u baştan çıkarmak ve her söylediğiyle aklını allak bullak etmek için yeterli bir cazibesi yoktu bence özellikle o psikoloğun etrafı güzel kadınlarla doluyken ve psikoloji eğitimi almışken neyse lafı bu kadar uzatmaya bile değecek bir fil değil izledim demiş olmak için izleyin ..,N
tek kelime ile berbattt bir filmdi. kusmamak için kendimi zor tuttum. sadece parama yazık olmasın diye seyrettim....10/0,N
bence izlenmesi gereken filmlerden. ağlama garantisi veriyorum...,P
"Ben sanırım artık bazı yönetmenlerin filmini seyretmeme kararı alacam. İlk başta da Mallick geliyor, ikinci filmine (tabii ilk filmini görmedim bilmiyorum-Days of Heaven) büyük umutla gittim. Zira önümde yıllar önce seyrettiğim ve tek kelime ile fiyasko olan ve son derece mantık dışı abuk sabuk bir 'İnce Kırmızı Hat' örneği vardı, ancak bu sefer içimden kadro iyi, fragman güzel artık Mallick hata yapmaz sanırım dedim. Ancak, gelin görün ki, öyle bir film var ki, inanın bana İnce Kırmızı Hat bunun yanında iyi kalır. Son derece mantık dışı, hiçbir gerçekliği olmayan, dialogları son derece kıt (burada bana Koreli Yönetmen Duk’u hatırlattı), ağır tempoda geçen ve o ıstırap ve seyirciye sadece iskence veren sinir bozucu müziğiyle film illallah dedirtti. Filmin sonunda (ben böyle şeyle ilk defa karşılaşıyorum) seyircinin yarısı 'oh be, nihayet' dedi. Ve bu film çoğu eleştirmenler tarafından bir numara gösteriliyor, herhalde sinemadakiler başka bir film izledi. Herşeyi bıraktım, herhalde Mallick hayal aleminde yaşıyor ve dünya tersine dönüyor, Kızıldeilerle yeni Kolonicilerin arasında geçen olaylara (!?) kim inanır, hadi be canım sizde. Collin Farrell ve Kilcher’ın iyi denecek performansı bile film kötülüğü ve saçmalığı yüzünden gölgede kalıyor. 0.",N
"Ben de ilk Lynch filmi izleyenlerdenim ve hayatımda böyle eşsiz bir film görmedim.Filmi anlayabilmek için 3 kez izledim ve buna rağmen hala çözemediğim şeyler oldu.İnsan psikolojisi,düşler,fanteziler,düş kırıklıkları bir filmde bu kadar yoğun ve etkili verilir.İzlerken 1 saniyesi bile kaçırılmamalı.Oyuncularsa harikaydı,Naomi Watts bravo dedirtiyor.",P
"gorselligiyle kucukleri etkiledigi kadar esprileri ile buyukleri ceken bir film, bence ilginc de bir oykusu var, canavarlar sadece korkutucu mu olmalı yoksa eglenceli de olabilirler mi..",P
